toolname,answer_id,question_id,comment_count,creation_date,is_accepted,last_activity_date,owner_reputation,owner_id,score,sentence,neg,pos,neu,com
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,But then client asked to use  Crashlytics .,0.0,0.0,1.0,0.0
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,I didn't remove Hockey SDK immediately.,0.0,0.0,1.0,0.0
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"Though this worked fine and both reported the issues, but soon I removed Hockey SDK from the code.",0.0,0.08,0.92,0.1027
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,There are integration tools available between influxdb/AppDynamics and grafana/AppDynamics.,0.0,0.0,1.0,0.0
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,https://github.com/Appdynamics/MetricMover,0.0,0.0,1.0,0.0
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,https://grafana.com/plugins/dlopes7-appdynamics-datasource/installation ).,0.0,0.0,1.0,0.0
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,There's nothing that integrates between Prometheus and AppDynamics at the moment,0.0,0.0,1.0,0.0
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,"I'm not sure there will be one going forward, seeing how they are competing in the same space from different vantage points (Open Source vs Enterprise)",0.073,0.0,0.927,-0.2411
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"If you want to monitor only your worker processes of IIS and Standalone Service, You can use CLR Crash event on your policy configuration.",0.104,0.05,0.846,-0.34
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,AppDynamics automaticaly creates CLR Crash Events If your IIS or Standalone Service are crashed.,0.161,0.125,0.714,-0.1531
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"You can find the details of CLR Crash Events:
 https://docs.appdynamics.com/display/PRO45/Monitor+CLR+Crashes",0.231,0.0,0.769,-0.4019
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"Also, Sample policy configuration: 
 Policy Configuration Screen",0.0,0.0,1.0,0.0
AppDynamics,65946975,65946794,2,"2021/01/29, 01:58:56",False,"2021/01/29, 01:58:56",483.0,4895267.0,0,AppDynamics have a fork of contrib project  here  where there is an exporter but it isn't clear if it has been finished,0.122,0.0,0.878,-0.4168
AppDynamics,66421315,65946794,0,"2021/03/01, 13:29:48",True,"2021/03/01, 13:29:48",3170.0,1237595.0,1,there is a Beta program now running for using AppDynamics with the OpenTelemetry Collector.,0.0,0.0,1.0,0.0
AppDynamics,66421315,65946794,0,"2021/03/01, 13:29:48",True,"2021/03/01, 13:29:48",3170.0,1237595.0,1,More details are available in the public docs:  https://docs.appdynamics.com/display/PRO21/Ingest+OpenTelemetry+Trace+Data,0.0,0.0,1.0,0.0
AppDynamics,13182788,13182423,0,"2012/11/01, 19:52:02",True,"2012/11/01, 19:52:02",49920.0,32453.0,1,"Looks like you create the metric, then edit a dashboard, then click on a widget -  add metric -  (browse, but choose ""Individual Nodes"" instead of JMX, then select your metric.",0.0,0.117,0.883,0.3182
AppDynamics,13182788,13182423,0,"2012/11/01, 19:52:02",True,"2012/11/01, 19:52:02",49920.0,32453.0,1,voila.,0.0,0.0,1.0,0.0
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,The best place for you to get this question answered would be on the AppDynamics community discussion boards.,0.0,0.198,0.802,0.6369
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,Here's a link for you...  http://community.appdynamics.com/t5/Forums-Community-AppDynamics/ct-p/Discussions,0.0,0.0,1.0,0.0
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,The AppDynamics documentation site is also a great resource and you don't even need a login to access them...  http://docs.appdynamics.com/,0.0,0.194,0.806,0.6249
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,"Installation instructions for the controller can be found in:
 http://docs.appdynamics.com/display/PRO14S/Install+the+Controller 
Assuming you are using App Server Agent for Java, installation instructions for that and the machine agent can be found in the above site on the Left Nav table of contents.",0.0,0.0,1.0,0.0
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,"The controller is the management server, the app server agent monitors the JVM and the machine agent collects system metrics (such as CPU, Memory, Disk &amp; Network).",0.0,0.0,1.0,0.0
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,Very minimal configuration is required.,0.0,0.0,1.0,0.0
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,"From what I understand from their documentation, AppD do not have a way to capture heap dumps.",0.162,0.0,0.838,-0.4019
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,They suggest using Memory Leak detection feature in such scenarios.,0.211,0.0,0.789,-0.34
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,"On a different note, I know we can get thread dumps which maybe helpful in some cases (Agents -  Request Agent Log Files)",0.115,0.119,0.766,0.0258
