toolname,question_id,accepted_answer_id,answer_count,creation_date,is_answered,last_activity_date,last_edit_date,owner_id,owner_reputation,score,view_count,title,sentence
AppDynamics,31001196,31063347.0,1,"2015/06/23, 14:10:42",True,"2015/06/26, 04:13:54",nan,2281821.0,721.0,3,2289,Appdynamics implementation,Any idea what am I doing wrong?
AppDynamics,56138542,nan,1,"2019/05/15, 00:01:10",False,"2019/11/11, 14:45:04","2019/05/15, 07:57:45",11500656.0,41.0,3,384,Appdynamics problems to install in jboss app server,"I followed the instructions on the website of appdynamic, but when I was following this step:"
AppDynamics,56138542,nan,1,"2019/05/15, 00:01:10",False,"2019/11/11, 14:45:04","2019/05/15, 07:57:45",11500656.0,41.0,3,384,Appdynamics problems to install in jboss app server,When I ran standalone.bat this error appears:
AppDynamics,16161856,nan,2,"2013/04/23, 08:46:12",True,"2013/08/21, 05:35:52",nan,2113898.0,175.0,2,2009,Problems installing appdynamics,I have installed Appdynamics lite on my server and it worked fine when I used to run my tomcat instance with root user.
AppDynamics,16161856,nan,2,"2013/04/23, 08:46:12",True,"2013/08/21, 05:35:52",nan,2113898.0,175.0,2,2009,Problems installing appdynamics,"But from the time I have created a new user ""Tomcat"" and start executing my apache tomcat with this user, I am not able to run appdynamics."
AppDynamics,16161856,nan,2,"2013/04/23, 08:46:12",True,"2013/08/21, 05:35:52",nan,2113898.0,175.0,2,2009,Problems installing appdynamics,"I have copied the javaagent at this location with all rights(read,write,execute) to tomcat ""/home/tomcat/profiler/AppServerLite""."
AppDynamics,16161856,nan,2,"2013/04/23, 08:46:12",True,"2013/08/21, 05:35:52",nan,2113898.0,175.0,2,2009,Problems installing appdynamics,It throws an exception as follows :
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",nan,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,I wonder what stall means in AppDynamics Pro.
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",nan,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,Can you give an example which Appdynamics Pro application name that situation as Stall?
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",nan,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,Thanks.
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"I'm trying to filter on AppDynamics to get all the request to a particular REST URL, the REST URL is not fixed as long as in the URL"
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,/AppEngine/rest/evac/${id}/createNewActivity
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"On the Transaction Snapshots you have the option to filter results, and in the filters you can filter by URL:"
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"If I search for a concrete URL (with ${id} defined) I can search it, but I cannot find how to use a wildcar to find this URL with any ${id}."
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,I tried so far to use
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,With no results.
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"The one with works just a bit is using /AppEngine/rest/evac/* which also retrieves other REST which start with the same URL, so I can export the results and filter outside AppDynamics."
AppDynamics,29122786,nan,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",nan,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,But there is a way to use a wildcard so I can find the desired results in AppDynamics?
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,I am now working on Performance Testing of a Java Application that runs on GlassFish Server 4.1.
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"After going through some statistics that I got from AppDynamics tool, I find that there is no possibility for me to drill down to code/method level issues."
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"For example, I can see the time taken by each method or function using dotTrace or JProfiler but AppDynamics tool seems to skip all these features."
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"I was also looking for a free solution, hence I choose AppDynamics."
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Now I feel I am not on the right track.
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Can someone let me know more about this tool if I am missing something or suggest any other quick and easy solution to this.
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",nan,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Is there a possibility that the monitors on GlassFish server 4.1 can do the same for no cost?
AppDynamics,41130233,42376943.0,1,"2016/12/13, 22:44:33",True,"2017/02/21, 22:06:15",nan,992280.0,207.0,2,3680,Comparision between AppDynamics and Application Insights,I am trying to a good comparison between AppDynamics and Application Insights in regard to Azure App Service.
AppDynamics,41130233,42376943.0,1,"2016/12/13, 22:44:33",True,"2017/02/21, 22:06:15",nan,992280.0,207.0,2,3680,Comparision between AppDynamics and Application Insights,"I tried to google around but couldn't find any good comparison, if someone can point me or summarize here."
AppDynamics,47278327,47278626.0,1,"2017/11/14, 07:30:53",True,"2017/11/14, 07:56:39",nan,1942143.0,972.0,2,568,AppDynamics with Azure Functions,Has anybody solved to monitor Azure functions using AppDynamics ?
AppDynamics,47278327,47278626.0,1,"2017/11/14, 07:30:53",True,"2017/11/14, 07:56:39",nan,1942143.0,972.0,2,568,AppDynamics with Azure Functions,I don't see any option to add a AppDynamics extension to the Azure functions app.
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",nan,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,For a period of time we might want to have the two analytics together.
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",nan,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Could this be problematic?
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",nan,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Would it be degrade the speed?
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",nan,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Would there be any fight between who captures the crash log?
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",nan,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,!
AppDynamics,52994676,53074197.0,1,"2018/10/25, 20:08:54",True,"2018/10/31, 01:18:54",nan,6317694.0,743.0,2,1089,Can AppDynamics work with a Prometheus backend?,Most popular logging and monitoring stacks like ELK stack or Time series DB-Grafana are designed to be integrated.
AppDynamics,52994676,53074197.0,1,"2018/10/25, 20:08:54",True,"2018/10/31, 01:18:54",nan,6317694.0,743.0,2,1089,Can AppDynamics work with a Prometheus backend?,"Can AppDynamics work with other samplers/DBs, in particular Prometheus?"
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I have a problem with my health rule configuration.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,All I want is to have health rule which will be checking if service is running or not.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I have two types of services:
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,IIS
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Standalone services
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,The problem is that some services are recognized as critical due to health rule violation.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,"For example, I have two exactly the same services on two hosts and the only difference is that one of them is in use not so often."
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Due to lack of activity on this service appdynamics pointing me it as critical.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Most probably I have done something wrong.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Any ideas?
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I'm struggling with it as additional task.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Tried appdynamics community website but nothing which could point me solution.
AppDynamics,53397807,nan,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",nan,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Here's my health rule configuration :
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,I have a Spring application monitored by Appdynamics.
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"This application has a Service Endpoint recognized by Appdynamics, named lets say:  /general/endpoint"
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now within the application there are multiple endpoints like:
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now back to Appdynamics: Within the Service Endpoints menu I can find my  /general/endpoint  and click on it.
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"Then I see a table with the actual REST API calls, their respective execution time, the specific URL (like  /general/endpoint/do-something-1 ) and some more information."
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,If I am interested in monitoring the requests for a specific URL I can do the following:
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"Now I see what I want, all the requests and their potential problems for a specific URL inside my application."
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now comes my actual question:
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,How can I achieve the same for Dashboards?
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,I was only able to create a dashboard with the  Calls per Minute  for the  /general/endpoint  but not for a specific URL like  /general/endpoint/do-something-1 .
AppDynamics,60461133,nan,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",nan,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Is there a way to apply the more fine grade filter for dashboards as well?
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I am doing some proof of concept to ingest traces and metrics to AppDynamics without installing Appdynamics agent.
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I have an application emitting prometheus metrics and traces.
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I could not find any Appdynamics documentation talking about opentelemetry Collector.
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I could not find exporter in  https://github.com/open-telemetry/opentelemetry-collector-contrib/tree/main/exporter  either.
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,Can you please advise on how to use opencollector with Appdynamics?
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",nan,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,"With appdynamics it's easy to setup metrics that ""aggregate"" data from different nodes."
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",nan,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,"What if you want to aggregate some date, and some other data, show as distinct lines in the graph?"
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",nan,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,Is that possible?
AppDynamics,24797525,nan,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",nan,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,I am trying to install Appdynamics APM tool.
AppDynamics,24797525,nan,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",nan,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,It has three components :
AppDynamics,24797525,nan,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",nan,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,I have few queries:
AppDynamics,29858961,30294344.0,2,"2015/04/25, 02:06:59",True,"2017/03/17, 10:57:47","2016/12/17, 13:09:03",4784244.0,205.0,1,5643,How to capture Heap Dumps with AppDynamics?,How can we capture heap dumps with the help of appdynamics?
AppDynamics,33210833,33780274.0,1,"2015/10/19, 12:21:37",True,"2015/11/18, 14:36:17",nan,2391950.0,149.0,1,544,How does AppDynamics (and programs alike) retrieve information,How does AppDynamics and similar problems retrieve data from apps ?
AppDynamics,33210833,33780274.0,1,"2015/10/19, 12:21:37",True,"2015/11/18, 14:36:17",nan,2391950.0,149.0,1,544,How does AppDynamics (and programs alike) retrieve information,"I read somewhere here on SO that it is based on bytecode injection, but is there some official or reliable source to this information ?"
AppDynamics,41933094,nan,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,I am trying to integrate apps performance monitoring tool with my Android Application by my gradle fails saying
AppDynamics,41933094,nan,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,Below is my gradle root gradle file
AppDynamics,41933094,nan,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,"And here is my App's gradle file,"
AppDynamics,41933094,nan,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,I am already having Multidex flag enabled still it gives me the problem while running the Application.
AppDynamics,41933094,nan,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,"And, also I have in my Application class"
AppDynamics,43315501,43318354.0,1,"2017/04/10, 08:23:01",True,"2017/04/10, 11:34:41",nan,3592502.0,175.0,1,668,Reports api in AppDynamics for generating custom report in csv or specific format,I would like to know which existing api in AppDynamics can we use to generate custom reports.
AppDynamics,43315501,43318354.0,1,"2017/04/10, 08:23:01",True,"2017/04/10, 11:34:41",nan,3592502.0,175.0,1,668,Reports api in AppDynamics for generating custom report in csv or specific format,"The use case is like, i am consolidating reports from multiple tools so,i would be using the API of app dynamics and doing a backend call to pull the data i need to display and putting it in a csv or excel.All of this will happen in an automated way, would like to know the api or any specific way to do the same in app dynamics."
AppDynamics,43539704,nan,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,How to find TimeStamp difference in App Dynamics Query Language (ADQL)?
AppDynamics,43539704,nan,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,I tried column1 - column2.
AppDynamics,43539704,nan,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,"Getting error message ""Operator  [SUBTRACTION]  not valid on field types  [DATETIME], [DATETIME] ."
AppDynamics,44283136,nan,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",nan,6891949.0,11.0,1,969,monitoring of java application in appdynamics,I have my java application up and running.
AppDynamics,44283136,nan,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",nan,6891949.0,11.0,1,969,monitoring of java application in appdynamics,I want to import that application in Appdynamics for monitoring.
AppDynamics,44283136,nan,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",nan,6891949.0,11.0,1,969,monitoring of java application in appdynamics,Can any one please suggest how to import java applications in appdynamics.
AppDynamics,47754411,nan,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,"Data is not loading from standalone java applications to agent controller, but only say java agent is connected successfully and waiting for data to load."
AppDynamics,47754411,nan,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,"In Autodetection and Object tracing dashboard tabs, not able to view the detail or drill down the object tracking instances for standalone Java applications."
AppDynamics,47754411,nan,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,Configured adding some of the fully qualified class names from the application.
AppDynamics,47754411,nan,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,"Please advice, do I need to do any other settings to get the drill down feature?"
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,We have cluster of instances whereas each instance has DropWizard metrics gatherer.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,We're also trying to leverage AppDynamics custom metrics and that works so that custom script hits DropWizard exposed endpoint (/metrics) and sends metrics of interest to AppDynamics Controller.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,AppDynamics has 2 cluster rollout strategies for how the metric is displayed in a whole application view (tier) - SUM and AVG.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,While this works well for stuff like counts (sum is used) and average processing times (avg is used) - we for now don't have any idea of how to aggregate each instance percentiles exposed by DropWizard - neither sum nor avg looks correct.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,Example:
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,sum  will give 1700 what of course isn't useful at all.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,avg  will give 600 - which isn't correct either - we're losing track of higher bound.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,If AppDynamics had MAX Cluster rollout - that would be more or less fair - still not correct though.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,But AppDynamics doesn't have that.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,We also understand that the only fully correct way of gathering cluster percentiles is to perform aggregation from all nodes at one place (e.g.
AppDynamics,48622556,nan,0,"2018/02/05, 14:25:14",False,"2018/02/05, 14:25:14",nan,2401173.0,421.0,1,88,AppDynamics Custom DropWizard Percentiles Metrics Rollout,"logstash, etc..) and not on each instance."
