toolname,answer_id,question_id,comment_count,creation_date,is_accepted,last_activity_date,owner_reputation,owner_id,score,body
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504,936832,2,"<p>Generally, monitoring tools cannot record method-level data continuously, because they have to operate at a much lower level of overhead compared to profiling tools. They focus on ""business transactions"" that show you high-level performance measurements with associated semantic information, such as the processing of an order in your web shop.</p>

<p>Method level data only comes in when these business transactions are too slow. The monitoring tool will then start sampling the executing thread and show you a call tree or hot spots. However, you will not get this information for the entire VM for a continuous interval like you're used to from a profiler.</p>

<p>You mentioned JProfiler, so if you are already familiar with that tool, you might be interested in <a href=""http://www.ej-technologies.com/products/perfino/overview.html"" rel=""nofollow noreferrer"">perfino</a> as a monitoring solution. It shows you samples on the method level and has cross-over functionality into profiling with the native JVMTI interface. It allows you to do <a href=""http://resources.ej-technologies.com/perfino/help/doc/main/profiling.html"" rel=""nofollow noreferrer"">full sampling of the entire JVM</a> for a selected amount of time and look at the results in the JProfiler GUI.</p>

<p><a href=""https://i.stack.imgur.com/40ZV9.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/40ZV9.png"" alt=""enter image description here""></a></p>

<p>Disclaimer: My company develops JProfiler and perfino.</p>
"
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207,992280,-7,"<p>Information I got from another website.</p>

<p>Application Insights (AI) is a very simplistic APM tool today. It does do transaction tracing, it has very limited code and runtime diagnostics, and it doesn’t go very deep into analyzing the browser performance. Application Insights is much more like Google Analytics than like a typical APM tool.</p>

<ul>
<li>AI does not support mobile apps, AppDynamics does Android and iOS</li>
<li>AI only supports Java, .NET, and node.js while AppDynamics supports many
additional languages and technologies.</li>
<li>AI requires code changes to do additional metric capture from the
code. AppDynamics has do this on the fly without code change on most
languages.</li>
<li>AI doesn’t so transaction distributed tracing, it has a simple data
collection model similar to what New Relic does. This makes
troubleshooting much harder in complex apps. If your app is simple
it’s not required.</li>
<li>AI lacks transaction scoring and baselining, you must set manual
thresholds. AppDynamics does this for every metric and every business
transaction.</li>
<li>AI doesn’t monitor databases or data stores. AppDynamics does both.</li>
<li>AI is SaaS only, while AppDynamics can be deployed on premises or
SaaS.</li>
</ul>
"
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298,7005159,1,"<p>We could install the AppDynamics extension use Azure portal or Kudu tool(<a href=""https://functionAppname.scm.azurewebsites.net/"" rel=""nofollow noreferrer"">https://functionAppname.scm.azurewebsites.net/</a>).</p>

<p><strong>Azure Portal:</strong></p>

<p><a href=""https://i.stack.imgur.com/9Ge0J.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/9Ge0J.png"" alt=""enter image description here""></a></p>

<p><strong>Kudu UI</strong></p>

<p><a href=""https://i.stack.imgur.com/HIWHy.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/HIWHy.png"" alt=""enter image description here""></a></p>

<p><strong>After installation</strong></p>

<p><a href=""https://i.stack.imgur.com/i0BpP.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/i0BpP.png"" alt=""enter image description here""></a></p>
"
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274,7716468,0,"<p>I have used Crashlytics and Google Analytics together without any issue. All the logging is done in a background process so I don't think you will notice any speed degradation but the app is technically doing more work so there is some sort of performance hit. </p>

<p>I haven't seen any issues with the crashlog. Analytics libraries just write the crashlogs to a file and then send them the next time the user opens your app. They are not affecting how the actually crashes are handled by the operating system so there shouldn't be any issue with them conflicting.</p>
"
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972,541786,4,"<p><strong>First</strong> : I would strongly suggest removing the unused one (or the one you don't prefer) from your code. For reasons, like :<br>
1. It will increase project size which in turn will increase your bundle size.<br>
2. Messy code.<br>
3. There is no point checking two different analytics.<br>
4. While third person is understanding the code, he would waste his time in understanding which will lead to confusion.  </p>

<p>I might be missing other reasons.  </p>

<p><strong>Second</strong> : To answer your question, it should work fine. I did the same in one of my projects, where initially I was using <strong>Hockey Crash reporting</strong>. But then client asked to use <strong>Crashlytics</strong>. I didn't remove Hockey SDK immediately. Though this worked fine and both reported the issues, but soon I removed Hockey SDK from the code.</p>
"
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182,1622880,2,"<p>There are integration tools available between influxdb/AppDynamics and grafana/AppDynamics.</p>

<p><a href=""https://github.com/Appdynamics/MetricMover"" rel=""nofollow noreferrer"">https://github.com/Appdynamics/MetricMover</a></p>

<p><a href=""https://grafana.com/plugins/dlopes7-appdynamics-datasource/installation"" rel=""nofollow noreferrer"">https://grafana.com/plugins/dlopes7-appdynamics-datasource/installation</a>).</p>

<p>There's nothing that integrates between Prometheus and AppDynamics at the moment</p>

<p>I'm not sure there will be one going forward, seeing how they are competing in the same space from different vantage points (Open Source vs Enterprise)</p>
"
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26,12355048,0,"<p>If you want to monitor only your worker processes of IIS and Standalone Service, You can use CLR Crash event on your policy configuration.</p>

<p>AppDynamics automaticaly creates CLR Crash Events If your IIS or Standalone Service are crashed.</p>

<p>You can find the details of CLR Crash Events:
<a href=""https://docs.appdynamics.com/display/PRO45/Monitor+CLR+Crashes"" rel=""nofollow noreferrer"">https://docs.appdynamics.com/display/PRO45/Monitor+CLR+Crashes</a></p>

<p>Also, Sample policy configuration: 
<a href=""https://i.stack.imgur.com/mloax.png"" rel=""nofollow noreferrer"">Policy Configuration Screen</a></p>
"
AppDynamics,65946975,65946794,2,"2021/01/29, 01:58:56",False,"2021/01/29, 01:58:56",483,4895267,0,"<p>AppDynamics have a fork of contrib project <a href=""https://github.com/Appdynamics/opentelemetry-collector-contrib"" rel=""nofollow noreferrer"">here</a> where there is an exporter but it isn't clear if it has been finished</p>
"
AppDynamics,66421315,65946794,0,"2021/03/01, 13:29:48",True,"2021/03/01, 13:29:48",3170,1237595,1,"<p>there is a Beta program now running for using AppDynamics with the OpenTelemetry Collector.</p>
<p>More details are available in the public docs: <a href=""https://docs.appdynamics.com/display/PRO21/Ingest+OpenTelemetry+Trace+Data"" rel=""nofollow noreferrer"">https://docs.appdynamics.com/display/PRO21/Ingest+OpenTelemetry+Trace+Data</a></p>
"
AppDynamics,13182788,13182423,0,"2012/11/01, 19:52:02",True,"2012/11/01, 19:52:02",49920,32453,1,"<p>Looks like you create the metric, then edit a dashboard, then click on a widget -> add metric -> (browse, but choose ""Individual Nodes"" instead of JMX, then select your metric. voila.</p>
"
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11,2047636,0,"<p>The best place for you to get this question answered would be on the AppDynamics community discussion boards. Here's a link for you... <a href=""http://community.appdynamics.com/t5/Forums-Community-AppDynamics/ct-p/Discussions"" rel=""nofollow"">http://community.appdynamics.com/t5/Forums-Community-AppDynamics/ct-p/Discussions</a></p>

<p>The AppDynamics documentation site is also a great resource and you don't even need a login to access them... <a href=""http://docs.appdynamics.com/"" rel=""nofollow"">http://docs.appdynamics.com/</a></p>
"
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66,3850108,0,"<ol>
<li><p>Installation instructions for the controller can be found in:
<a href=""http://docs.appdynamics.com/display/PRO14S/Install+the+Controller"" rel=""nofollow"">http://docs.appdynamics.com/display/PRO14S/Install+the+Controller</a>
Assuming you are using App Server Agent for Java, installation instructions for that and the machine agent can be found in the above site on the Left Nav table of contents.</p></li>
<li><p>The controller is the management server, the app server agent monitors the JVM and the machine agent collects system metrics (such as CPU, Memory, Disk &amp; Network).</p></li>
<li><p>Very minimal configuration is required.</p></li>
</ol>
"
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16,4910351,0,"<p>From what I understand from their documentation, AppD do not have a way to capture heap dumps. They suggest using Memory Leak detection feature in such scenarios.
On a different note, I know we can get thread dumps which maybe helpful in some cases (Agents -> Request Agent Log Files)</p>
"
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51,3269857,3,"<p>Heap dumps in appdynamics can be taken for JRockit JVM by the below method(Note : This does not work for IBM JVM)</p>

<ul>
<li>Select you node in appdynamics for which the heap dump has to be taken.</li>
<li>Select the tab ""JMX""</li>
<li>Go to ""MBean Browser""</li>
<li>Go to ""com.sun.management"" >> ""HotSpotDiagnostic"" from the left pane </li>
<li>On the right window under operations for dumpHeap click on the thunderbolt sign to invoke action.</li>
<li>A new dialogue box opens up in which you have to fill the p0 and p1 text boxes as follows</li>
</ul>

<p>p0 – Path to generate heap dump(/path/dump.hprof)</p>

<p>p1 -  True – GC before Heap dump ; False - No GC before heap dump</p>

<ul>
<li>Click on ""invoke""</li>
</ul>

<p>Note : If you want heap dump to be generated in the case of out of memory give </p>

<p>p0 : HeapDumpOnOutOfMemoryError</p>

<p>Also note that these values will be lost on JVM restart.</p>
"
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66,1355536,3,"<p>Data retrieval by APM tools is done in several ways, each one with its pros and cons</p>

<ul>
<li><p><em>Bytecode injection</em> (for both Java and .NET) is one technique, which is somewhat intrusive but allows you to get data from places the application owner (or even 3rd party frameworks) did not intend to allow.</p></li>
<li><p><em>Native function interception</em> is similar to bytecode injection, but allows you to intercept unmanaged code</p></li>
<li><p><em>Application plugins</em> - some applications (e.g. Apache, IIS) give access to monitoring and application information via a well-documented APIs and plugin architecture</p></li>
<li><p><em>Network sniffing</em> allows you to see all the communication to/from the monitored machine</p></li>
<li><p><em>OS specific un/documented APIs</em> - just like application plugins, but for the Windows/*nix</p></li>
</ul>

<p>Disclaimer : I work for Correlsense, provider of APM software SharePath, which uses all of the above methods to give you complete end-to-end transaction visibility.</p>
"
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877,1140237,0,"<p>I've tried add multi dex without giving any minimum or maximum of method count per dex file wise.I've tried with simply just adding multidex and able to build.And Yes!! I am able to build app too.</p>

<p>major change is in <code>afterEvaluate</code> &amp; <code>incremental true</code> in <code>dexoption</code>.</p>

<p><strong>build.gradle</strong> </p>

<pre><code>android {
    compileSdkVersion 23
    buildToolsVersion '23.0.3'    
    defaultConfig {
        minSdkVersion 14
        targetSdkVersion 18
        renderscriptTargetApi 18
        //renderscriptSupportModeEnabled true
        // To enable MultiPle dex
        multiDexEnabled true
    }
    dexOptions {
        // Option to handle multi dex
        incremental true
        javaMaxHeapSize ""4g"" // try with 2g as it worked for my case its working in both cases
        // here 4g i got this thing from https://groups.google.com/forum/#!topic/adt-dev/P_TLBTyFWVY
    }
    packagingOptions {

        exclude 'META-INF/LICENSE.txt'
        exclude 'META-INF/DEPENDENCIES'
        exclude 'META-INF/LICENSE'
        exclude 'META-INF/NOTICE'

    }
    signingConfigs {
        Release {
            keyAlias 'helloworld'
            keyPassword 'helloworld'
            storeFile file('../helloworld')
            storePassword 'helloworld'
        }
    }
    buildTypes {
        release {
            minifyEnabled false
            proguardFiles getDefaultProguardFile('proguard-android.txt'),
                    'proguard-project.txt'
        }
        debug {
            signingConfig signingConfigs.Release
        }
    }
}


dependencies {
    compile fileTree(dir: 'libs', include: ['*.jar'])
    testCompile 'junit:junit:4.12'

      compile 'com.android.support:multidex:1.0.1'
    compile 'com.android.support:appcompat-v7:23.3.0'
    compile 'com.android.support:design:23.3.0'

    compile 'com.google.android.gms:play-services-maps:8.4.0'
    compile 'com.google.android.gms:play-services-ads:8.4.0'
    compile 'com.google.android.gms:play-services-analytics:8.4.0'
    compile 'com.google.code.gson:gson:2.6'    
    compile 'com.github.bumptech.glide:glide:3.7.0'
    compile 'com.github.bumptech.glide:okhttp3-integration:1.4.0@aar'
    compile 'com.squareup.okhttp3:okhttp:3.2.0'    
    compile 'com.appdynamics:appdynamics-runtime:4.+'
}
afterEvaluate {
    tasks.matching {
        it.name.startsWith('dex')
    }.each { dx -&gt;
        if (dx.additionalParameters == null) {
            dx.additionalParameters = []
        }
        dx.additionalParameters += '--multi-dex' // enable multidex without giving minimum or maximum limit
    }
}
</code></pre>

<p>application's parent gradle</p>

<pre><code>// Top-level build file where you can add configuration options common to all sub-projects/modules.

buildscript {
    repositories {
        jcenter()
    }
    dependencies {
        classpath 'com.android.tools.build:gradle:2.2.3'
        classpath 'com.appdynamics:appdynamics-gradle-plugin:4.+'
        // NOTE: Do not place your application dependencies here; they belong
        // in the individual module build.gradle files
    }
}

allprojects {
    repositories {
        jcenter()
    }
}

task clean(type: Delete) {
    delete rootProject.buildDir
}
</code></pre>

<p>If above thing have still issue just check your dependecies hierarchy if any other extra dependecies are added (Based on your <code>build.gradle</code>  <code>packagingOptions</code> there should be some other dependecies there).Not sure but it may possible because of internal library conflicts its not proceeding further to create dexfile or build.</p>

<p>Let me know if anything</p>
"
AppDynamics,43318354,43315501,1,"2017/04/10, 11:34:41",True,"2017/04/10, 11:34:41",324,7220665,3,"<p>You can use the REST API of the Controller described here <a href=""https://docs.appdynamics.com/display/PRO42/Using+the+Controller+APIs"" rel=""nofollow noreferrer"">https://docs.appdynamics.com/display/PRO42/Using+the+Controller+APIs</a></p>

<p>To access the REST API Browser, in a Web browser, go to: </p>

<pre><code>https://&lt;controller_host&gt;:&lt;primary_port&gt;/api-docs/index.html
</code></pre>

<p>this will give you a nice swagger UI description of the available resources.</p>

<p>Alternatively you can create reports directly out of the box in AppDynamics via the <code>Dashboards &amp; Reports</code> section.</p>
"
AppDynamics,44308592,44283136,0,"2017/06/01, 16:15:26",False,"2017/06/01, 20:52:24",324,7220665,1,"<p>First you need to setup the AppDynamics Controller (should be hosted on a separate  machine), then you need java agents on the machine with the application. 
<a href=""https://i.stack.imgur.com/b4r01.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/b4r01.png"" alt=""enter image description here""></a></p>

<p>You need to wire the application with the Java agent, e.g. like this</p>

<pre><code>/usr/bin/java
-Dappdynamics.controller.hostName=""my-appdynamics-controller-url""
-Dappdynamics.controller.port=""8090"" \
-Dappdynamics.agent.applicationName=""MyAppName""
-javaagent:/appdynamics/appserver-agent/javaagent.jar
-Dappdynamics.agent.tierName=""my-tier-name""
-Dappdynamics.agent.nodeName=""my-node-name""
-jar myapp.jar
</code></pre>

<p>Now the Java agent sends application information to the controller. Take a look at the documentation. <a href=""https://docs.appdynamics.com/display/PRO43/Getting+Started"" rel=""nofollow noreferrer"">https://docs.appdynamics.com/display/PRO43/Getting+Started</a></p>

<p>The application will automatically be available in AppDynamics and you can see the dashboard.</p>
"
AppDynamics,44338258,44283136,0,"2017/06/03, 01:27:31",False,"2017/06/03, 01:27:31",68,1394813,0,"<p>You don't need to host the controller, you can get a SAAS account here. <a href=""https://www.appdynamics.com/free-trial/"" rel=""nofollow noreferrer"">https://www.appdynamics.com/free-trial/</a> . </p>

<p>Once you get a SAAS account lookup the account name and account key in the welcome email and use the instructions in the email to add JVM args to your app as shown. Don't forget to set the account name and account access key args: -Dappdynamics.agent.accountName -Dappdynamics.agent.accountAccessKey .</p>
"
AppDynamics,49007036,49004859,0,"2018/02/27, 12:58:41",False,"2018/02/27, 12:58:41",239035,2711488,2,"<p>See <a href=""https://docs.appdynamics.com/display/PRO43/Monitor+Java+Interface+Static+and+Default+Methods"" rel=""nofollow noreferrer"">4.3.x Documentation⇒POJO Entry Points⇒Monitor Java Interface Static and Default Methods</a>:</p>

<blockquote>
  <p>Note that another Java language feature introduced in Java 8, lambda method interfaces, are not supported by the AppDynamics Java Agent.</p>
</blockquote>

<p>It’s possible that this is due to technical difficulties with <a href=""https://bugs.openjdk.java.net/browse/JDK-8145964"" rel=""nofollow noreferrer"">JDK-8145964</a> as you suspect. But I’d also point out that this kind of Instrumentation would be questionable. It’s not this JRE generated class that implements any specific behavior, it’s the invoked target method.</p>
"
AppDynamics,49029706,49004859,1,"2018/02/28, 14:33:14",False,"2018/02/28, 14:33:14",474,4682632,0,"<p>Support for Lambda expressions has been in the product since 4.1 which shipped in 2015 I believe. That being said we are always enhancing support. These do have some limitations after initialization of the classes using them (dynamic instrumentation limits). The product should support them, we have added some additional capabilities and features for Lambda expressions in our next major release. Have you tried to contact help @ appdynamics.com</p>
"
AppDynamics,49033394,49004859,0,"2018/02/28, 17:45:13",False,"2018/02/28, 17:45:13",9111,4647853,0,"<p>Looks like it was not mentioned in release notes, but instead <a href=""https://docs.appdynamics.com/display/PAA/Support+Advisory+56039%3A+Errors+triggered+by+lambda+constructs"" rel=""nofollow noreferrer"">Support Advisory 56039</a> was raised. They indeed mention JDK-8145964 as a reason for removing the support.</p>
"
