toolname,question_id,accepted_answer_id,answer_count,creation_date,is_answered,last_activity_date,last_edit_date,owner_id,owner_reputation,score,view_count,title,sentence,neg,pos,neu,com
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,I wonder what stall means in AppDynamics Pro.,0.231,0.0,0.769,-0.2023
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,Can you give an example which Appdynamics Pro application name that situation as Stall?,0.122,0.0,0.878,-0.2023
AppDynamics,25891322,26749167.0,1,"2014/09/17, 16:02:19",True,"2014/11/05, 05:23:23",,239823.0,2987.0,2,4850,What does stall mean in AppDynamics Pro?,Thanks.,0.0,1.0,0.0,0.4404
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"I'm trying to filter on AppDynamics to get all the request to a particular REST URL, the REST URL is not fixed as long as in the URL",0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,/AppEngine/rest/evac/${id}/createNewActivity,0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"On the Transaction Snapshots you have the option to filter results, and in the filters you can filter by URL:",0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"If I search for a concrete URL (with ${id} defined) I can search it, but I cannot find how to use a wildcar to find this URL with any ${id}.",0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,I tried so far to use,0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,With no results.,0.524,0.0,0.476,-0.296
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,"The one with works just a bit is using /AppEngine/rest/evac/* which also retrieves other REST which start with the same URL, so I can export the results and filter outside AppDynamics.",0.0,0.0,1.0,0.0
AppDynamics,29122786,,1,"2015/03/18, 15:00:06",False,"2015/03/18, 15:14:41",,4382794.0,505.0,2,699,Use wildcard to filter URL in AppDynamics,But there is a way to use a wildcard so I can find the desired results in AppDynamics?,0.0,0.159,0.841,0.3919
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,I am now working on Performance Testing of a Java Application that runs on GlassFish Server 4.1.,0.0,0.0,1.0,0.0
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"After going through some statistics that I got from AppDynamics tool, I find that there is no possibility for me to drill down to code/method level issues.",0.084,0.0,0.916,-0.296
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"For example, I can see the time taken by each method or function using dotTrace or JProfiler but AppDynamics tool seems to skip all these features.",0.0,0.0,1.0,0.0
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,"I was also looking for a free solution, hence I choose AppDynamics.",0.0,0.444,0.556,0.6808
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Now I feel I am not on the right track.,0.0,0.0,1.0,0.0
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Can someone let me know more about this tool if I am missing something or suggest any other quick and easy solution to this.,0.08,0.19,0.73,0.4588
AppDynamics,33134494,33141659.0,1,"2015/10/14, 22:57:47",True,"2015/10/15, 09:52:42",,5409237.0,43.0,2,768,Monitoring Code/Method-level Statistics using AppDynamics,Is there a possibility that the monitors on GlassFish server 4.1 can do the same for no cost?,0.121,0.0,0.879,-0.296
AppDynamics,41130233,42376943.0,1,"2016/12/13, 22:44:33",True,"2017/02/21, 22:06:15",,992280.0,207.0,2,3680,Comparision between AppDynamics and Application Insights,I am trying to a good comparison between AppDynamics and Application Insights in regard to Azure App Service.,0.0,0.162,0.838,0.4404
AppDynamics,41130233,42376943.0,1,"2016/12/13, 22:44:33",True,"2017/02/21, 22:06:15",,992280.0,207.0,2,3680,Comparision between AppDynamics and Application Insights,"I tried to google around but couldn't find any good comparison, if someone can point me or summarize here.",0.155,0.0,0.845,-0.4782
AppDynamics,47278327,47278626.0,1,"2017/11/14, 07:30:53",True,"2017/11/14, 07:56:39",,1942143.0,972.0,2,568,AppDynamics with Azure Functions,Has anybody solved to monitor Azure functions using AppDynamics ?,0.0,0.208,0.792,0.2732
AppDynamics,47278327,47278626.0,1,"2017/11/14, 07:30:53",True,"2017/11/14, 07:56:39",,1942143.0,972.0,2,568,AppDynamics with Azure Functions,I don't see any option to add a AppDynamics extension to the Azure functions app.,0.0,0.0,1.0,0.0
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,For a period of time we might want to have the two analytics together.,0.0,0.098,0.902,0.0772
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Could this be problematic?,0.492,0.0,0.508,-0.4404
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Would it be degrade the speed?,0.367,0.0,0.633,-0.4404
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,Would there be any fight between who captures the crash log?,0.371,0.0,0.629,-0.6486
AppDynamics,48631700,48631903.0,2,"2018/02/05, 23:22:31",True,"2018/02/05, 23:53:27",,5175709.0,23597.0,2,310,Would you face any problems if you have two analytics (Crashlytics and AppDynamics) in your iOS codebase?,!,0.0,0.0,0.0,0.0
AppDynamics,52994676,53074197.0,1,"2018/10/25, 20:08:54",True,"2018/10/31, 01:18:54",,6317694.0,743.0,2,1089,Can AppDynamics work with a Prometheus backend?,Most popular logging and monitoring stacks like ELK stack or Time series DB-Grafana are designed to be integrated.,0.0,0.259,0.741,0.6801
AppDynamics,52994676,53074197.0,1,"2018/10/25, 20:08:54",True,"2018/10/31, 01:18:54",,6317694.0,743.0,2,1089,Can AppDynamics work with a Prometheus backend?,"Can AppDynamics work with other samplers/DBs, in particular Prometheus?",0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I have a problem with my health rule configuration.,0.31,0.0,0.69,-0.4019
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,All I want is to have health rule which will be checking if service is running or not.,0.0,0.075,0.925,0.0772
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I have two types of services:,0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,IIS,0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Standalone services,0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,The problem is that some services are recognized as critical due to health rule violation.,0.406,0.0,0.594,-0.802
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,"For example, I have two exactly the same services on two hosts and the only difference is that one of them is in use not so often.",0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Due to lack of activity on this service appdynamics pointing me it as critical.,0.277,0.0,0.723,-0.5574
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Most probably I have done something wrong.,0.383,0.0,0.617,-0.4767
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Any ideas?,0.0,0.0,1.0,0.0
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,I'm struggling with it as additional task.,0.318,0.0,0.682,-0.4215
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Tried appdynamics community website but nothing which could point me solution.,0.0,0.228,0.772,0.4497
AppDynamics,53397807,,1,"2018/11/20, 18:52:01",False,"2019/11/11, 17:18:30",,1487752.0,364.0,2,158,AppDynamics - monitoring of services,Here's my health rule configuration :,0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,I have a Spring application monitored by Appdynamics.,0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"This application has a Service Endpoint recognized by Appdynamics, named lets say:  /general/endpoint",0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now within the application there are multiple endpoints like:,0.0,0.238,0.762,0.3612
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now back to Appdynamics: Within the Service Endpoints menu I can find my  /general/endpoint  and click on it.,0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"Then I see a table with the actual REST API calls, their respective execution time, the specific URL (like  /general/endpoint/do-something-1 ) and some more information.",0.0,0.118,0.882,0.4215
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,If I am interested in monitoring the requests for a specific URL I can do the following:,0.0,0.172,0.828,0.4019
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,"Now I see what I want, all the requests and their potential problems for a specific URL inside my application.",0.142,0.068,0.789,-0.34
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Now comes my actual question:,0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,How can I achieve the same for Dashboards?,0.0,0.0,1.0,0.0
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,I was only able to create a dashboard with the  Calls per Minute  for the  /general/endpoint  but not for a specific URL like  /general/endpoint/do-something-1 .,0.0,0.202,0.798,0.5859
AppDynamics,60461133,,0,"2020/02/29, 03:11:37",False,"2020/02/29, 03:11:37",,7940088.0,119.0,2,83,How to create a dashboard in Appdynamics based on specific REST URLs of one endpoint,Is there a way to apply the more fine grade filter for dashboards as well?,0.0,0.259,0.741,0.4927
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I am doing some proof of concept to ingest traces and metrics to AppDynamics without installing Appdynamics agent.,0.0,0.0,1.0,0.0
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I have an application emitting prometheus metrics and traces.,0.0,0.0,1.0,0.0
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I could not find any Appdynamics documentation talking about opentelemetry Collector.,0.0,0.0,1.0,0.0
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,I could not find exporter in  https://github.com/open-telemetry/opentelemetry-collector-contrib/tree/main/exporter  either.,0.0,0.0,1.0,0.0
AppDynamics,65946794,66421315.0,2,"2021/01/29, 01:39:56",True,"2021/03/01, 13:29:48","2021/01/29, 02:44:02",2500390.0,343.0,2,92,Is there any OpenTelemetry exporter for Appdynamics?,Can you please advise on how to use opencollector with Appdynamics?,0.0,0.187,0.813,0.3182
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,"With appdynamics it's easy to setup metrics that ""aggregate"" data from different nodes.",0.0,0.195,0.805,0.4404
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,"What if you want to aggregate some date, and some other data, show as distinct lines in the graph?",0.0,0.067,0.933,0.0772
AppDynamics,13182423,13182788.0,1,"2012/11/01, 19:30:48",True,"2012/11/01, 19:52:02",,32453.0,49920.0,1,570,how do you show a metric (graph on the dashboard) of appdynamics that shows different values &quot;per application&quot;?,Is that possible?,0.0,0.0,1.0,0.0
AppDynamics,24797525,,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,I am trying to install Appdynamics APM tool.,0.0,0.0,1.0,0.0
AppDynamics,24797525,,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,It has three components :,0.0,0.0,1.0,0.0
AppDynamics,24797525,,2,"2014/07/17, 10:36:42",False,"2020/01/01, 17:46:22",,3086014.0,3467.0,1,4037,How to set up Appdynamics Environment,I have few queries:,0.0,0.0,1.0,0.0
AppDynamics,29858961,30294344.0,2,"2015/04/25, 02:06:59",True,"2017/03/17, 10:57:47","2016/12/17, 13:09:03",4784244.0,205.0,1,5643,How to capture Heap Dumps with AppDynamics?,How can we capture heap dumps with the help of appdynamics?,0.188,0.188,0.625,0.0
AppDynamics,33210833,33780274.0,1,"2015/10/19, 12:21:37",True,"2015/11/18, 14:36:17",,2391950.0,149.0,1,544,How does AppDynamics (and programs alike) retrieve information,How does AppDynamics and similar problems retrieve data from apps ?,0.231,0.0,0.769,-0.4019
AppDynamics,33210833,33780274.0,1,"2015/10/19, 12:21:37",True,"2015/11/18, 14:36:17",,2391950.0,149.0,1,544,How does AppDynamics (and programs alike) retrieve information,"I read somewhere here on SO that it is based on bytecode injection, but is there some official or reliable source to this information ?",0.0,0.0,1.0,0.0
AppDynamics,41933094,,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,I am trying to integrate apps performance monitoring tool with my Android Application by my gradle fails saying,0.149,0.0,0.851,-0.4215
AppDynamics,41933094,,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,Below is my gradle root gradle file,0.0,0.0,1.0,0.0
AppDynamics,41933094,,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,"And here is my App's gradle file,",0.0,0.0,1.0,0.0
AppDynamics,41933094,,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,I am already having Multidex flag enabled still it gives me the problem while running the Application.,0.153,0.0,0.847,-0.4019
AppDynamics,41933094,,1,"2017/01/30, 12:00:03",False,"2018/02/22, 11:54:27","2018/02/22, 11:54:27",726863.0,65563.0,1,457,Error while integrating AppDynamics: transformClassesWithMultidexlistForLiveDebug,"And, also I have in my Application class",0.0,0.0,1.0,0.0
AppDynamics,43315501,43318354.0,1,"2017/04/10, 08:23:01",True,"2017/04/10, 11:34:41",,3592502.0,175.0,1,668,Reports api in AppDynamics for generating custom report in csv or specific format,I would like to know which existing api in AppDynamics can we use to generate custom reports.,0.0,0.143,0.857,0.3612
AppDynamics,43315501,43318354.0,1,"2017/04/10, 08:23:01",True,"2017/04/10, 11:34:41",,3592502.0,175.0,1,668,Reports api in AppDynamics for generating custom report in csv or specific format,"The use case is like, i am consolidating reports from multiple tools so,i would be using the API of app dynamics and doing a backend call to pull the data i need to display and putting it in a csv or excel.All of this will happen in an automated way, would like to know the api or any specific way to do the same in app dynamics.",0.0,0.135,0.865,0.802
AppDynamics,43539704,,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,How to find TimeStamp difference in App Dynamics Query Language (ADQL)?,0.0,0.174,0.826,0.2732
AppDynamics,43539704,,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,I tried column1 - column2.,0.0,0.0,1.0,0.0
AppDynamics,43539704,,0,"2017/04/21, 13:01:03",False,"2021/01/28, 19:08:28","2021/01/28, 19:08:28",2867900.0,13.0,1,160,AppDynamics TimeStamp Difference,"Getting error message ""Operator  [SUBTRACTION]  not valid on field types  [DATETIME], [DATETIME] .",0.197,0.0,0.803,-0.4019
AppDynamics,44283136,,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",,6891949.0,11.0,1,969,monitoring of java application in appdynamics,I have my java application up and running.,0.0,0.0,1.0,0.0
AppDynamics,44283136,,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",,6891949.0,11.0,1,969,monitoring of java application in appdynamics,I want to import that application in Appdynamics for monitoring.,0.0,0.14,0.86,0.0772
AppDynamics,44283136,,2,"2017/05/31, 14:07:29",True,"2017/06/03, 01:27:31",,6891949.0,11.0,1,969,monitoring of java application in appdynamics,Can any one please suggest how to import java applications in appdynamics.,0.0,0.173,0.827,0.3182
AppDynamics,47754411,,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,"Data is not loading from standalone java applications to agent controller, but only say java agent is connected successfully and waiting for data to load.",0.0,0.152,0.848,0.6486
AppDynamics,47754411,,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,"In Autodetection and Object tracing dashboard tabs, not able to view the detail or drill down the object tracking instances for standalone Java applications.",0.0,0.0,1.0,0.0
AppDynamics,47754411,,0,"2017/12/11, 15:50:34",False,"2017/12/14, 09:57:45","2017/12/14, 09:57:45",9083920.0,11.0,1,117,How to drill down the object tracking instances for standalone java applications using AppDynamics?,Configured adding some of the fully qualified class names from the application.,0.0,0.0,1.0,0.0
