toolname,answer_id,question_id,comment_count,creation_date,is_accepted,last_activity_date,owner_reputation,owner_id,score,sentence
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you already know your performance hotspots.
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you will not notice tricks used to hide our overhead.
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you know little about performance engineering.
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,And my favorite (5) is the restriction within a vendors software license on the publication of benchmark results.
AppDynamics,13820531,13524580,0,"2012/12/11, 14:32:58",False,"2012/12/11, 14:32:58",207.0,153728.0,4,TRANSLATION: We assume that you blindly accept our claims – unquestionably.
AppDynamics,19518863,13524580,0,"2013/10/22, 16:10:28",False,"2013/10/22, 16:10:28",3374.0,2508411.0,1,"Appdynamics will not slow down your system significant, I was on a usermeeting and they said that they always try to be under 2% cpu usage, thats nothing compared to what you get from them."
AppDynamics,19518863,13524580,0,"2013/10/22, 16:10:28",False,"2013/10/22, 16:10:28",3374.0,2508411.0,1,"They are working with samples per time, so if you have 10 requests per second or 100, they will still take the same amout of your cpu / bandwith / whatever."
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,The way that these products generally work is by doing bytecode injection / function interposition / monkey-patching on commonly used libraries and methods.
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"For instance, you might hook into JDBC query methods, servlet base classes, and HTTP client libraries."
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"When a request enters the application, track all the important methods/calls it makes, and log them in some way."
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"Take the data and crunch it into analytics, charts, and alerts."
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"On top of that, you can start to add in statistical profiling or other options."
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,The tricky things are tracking requests across process boundaries and dealing with the volume of performance data you'll gather.
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,(I work on this problem at AppNeta)
AppDynamics,17416710,17412297,0,"2013/07/02, 05:56:59",True,"2013/07/02, 05:56:59",415.0,621964.0,6,"One thing to check out is Twitter Zipkin ( https://github.com/twitter/zipkin ), doesn't support much and pretty early-stage but interesting project."
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,Both AppDynamics and New Relic use Standard BCI to monitor the common interfaces (entry and exit points) developers use to build applications (e.g.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"Servlet, struts, SOAP, JMS, JDBC, ...)."
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,This provides a basic skeleton of code execution (call graphs) with timing information which represents less than 5% of code that is executed.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,The secret is to then uncover the timing of the remaining 95% code execution during slowdowns without incurring too much overhead in a production JVM.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,AppDynamics uses a combination of in-memory agent analytics and Java API calls to then extract the remaining code execution in real-time.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,This means no custom instrumentation is required or explicit declaration of what classes/methods you want the monitoring solution to instrument.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,AppDynamics data collection is very different to that of New Relic.
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"For example, with AppDynamics you can get a complete distributed call graph across multiple JVMs for a specific user request, rather than say an aggregate of requests."
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,"BCI is a commodity these days, the difference is in the analytics and algorithms used by vendors that trigger diagnostics/call graph information so you end up with the right visibility at the right time to solve problems."
AppDynamics,17418261,17412297,0,"2013/07/02, 08:52:04",False,"2013/07/02, 08:52:04",101.0,1792169.0,10,Steve.
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,That error means that gradle is unable to resolve the dependency on  com.appdynamics:appdynamics-runtime .
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,The easiest way to fix this problem is to use the AppDynamics libraries from maven central rather than the  adeum-maven-repo  directory.
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,You can do that by editing your top level gradle file to look like this:
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,Then your project-level gradle file would look like:
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,"Note that I have removed the references to  adeum-maven-repo , and changed the version numbers on the AppDynamics artifacts to refer to them as they exist in maven central."
AppDynamics,31063347,31001196,2,"2015/06/26, 04:13:54",True,"2015/06/26, 04:13:54",86.0,5051173.0,7,"Once you've done this, you no longer need  adeum-maven-repo  in your project, since gradle is now downloading these dependencies automatically."
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"JAVA_OPTS=""$JAVA_OPTS -Djboss.modules.system.pkgs=org.jboss.byteman,com.singularity,org""
If you do not initialize the JVM, the installation throws a ""class not found"" exception."
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"-Djava.util.logging.manager=org.jboss.logmanager.LogManager -Xbootclasspath/p:
/jboss-logmanager-.jar"
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"JDK9 and above, -Xbootclasspath/p option has been removed; use -Xbootclasspath/a instead."
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,"-Djava.util.logging.manager=org.jboss.logmanager.LogManager -Xbootclasspath/a:
/jboss-logmanager-.jar"
AppDynamics,58801626,56138542,0,"2019/11/11, 14:45:04",False,"2019/11/11, 14:45:04",26.0,12355048.0,0,https://docs.appdynamics.com/display/PRO45/JBoss+and+Wildfly+Startup+Settings#JBossandWildflyStartupSettings-InitializetheJVM
AppDynamics,16171037,16161856,0,"2013/04/23, 16:48:17",False,"2013/04/23, 16:48:17",11.0,2047636.0,1,A great place to ask this question would be on the AppDynamics discussion forums so that AppDynamics support can answer you directly...  http://appsphere.appdynamics.com/t5/Discussions/ct-p/Discussions
AppDynamics,16171037,16161856,0,"2013/04/23, 16:48:17",False,"2013/04/23, 16:48:17",11.0,2047636.0,1,I'm guessing there is a permissions issue somewhere.
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,"You should copy all files to run the agent, not just javaagent.jar."
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,This is a thread about it.
AppDynamics,18347965,16161856,0,"2013/08/21, 05:35:52",False,"2013/08/21, 05:35:52",17506.0,524588.0,1,http://appsphere.appdynamics.com/t5/Lite-for-Java/Keep-getting-a-quot-Invalid-Agent-Installation-Directory-quot-on/td-p/1151
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,The definition can be found in AppDynamics docs:  Slow and Stalled Transactions
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,"By default AppDynamics considers a slow transaction one that lasts longer than 3 times the standard deviation for the last two hours, a very slow transaction 4 times the standard deviation for the last two hours, and a stalled transaction one that lasts longer than 300 deviations above the average for the last two hours."
AppDynamics,26749167,25891322,0,"2014/11/05, 05:23:23",True,"2014/11/05, 05:23:23",5502.0,376340.0,4,"Of course, you can modify the default rules by providing your own:  Configure Thresholds"
AppDynamics,29123098,29122786,0,"2015/03/18, 15:14:41",False,"2015/03/18, 15:14:41",505.0,4382794.0,0,"Even it is not the desired behaviour, if filtering by URL and specifying only createNewActivity worked for me (as long as there are no other REST URLs matching this)."
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"Generally, monitoring tools cannot record method-level data continuously, because they have to operate at a much lower level of overhead compared to profiling tools."
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"They focus on ""business transactions"" that show you high-level performance measurements with associated semantic information, such as the processing of an order in your web shop."
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,Method level data only comes in when these business transactions are too slow.
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,The monitoring tool will then start sampling the executing thread and show you a call tree or hot spots.
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"However, you will not get this information for the entire VM for a continuous interval like you're used to from a profiler."
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,"You mentioned JProfiler, so if you are already familiar with that tool, you might be interested in  perfino  as a monitoring solution."
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,It shows you samples on the method level and has cross-over functionality into profiling with the native JVMTI interface.
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,It allows you to do  full sampling of the entire JVM  for a selected amount of time and look at the results in the JProfiler GUI.
AppDynamics,33141659,33134494,1,"2015/10/15, 09:47:16",True,"2015/10/15, 09:52:42",42504.0,936832.0,2,Disclaimer: My company develops JProfiler and perfino.
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Information I got from another website.
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Application Insights (AI) is a very simplistic APM tool today.
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,"It does do transaction tracing, it has very limited code and runtime diagnostics, and it doesn’t go very deep into analyzing the browser performance."
AppDynamics,42376943,41130233,1,"2017/02/21, 22:06:15",True,"2017/02/21, 22:06:15",207.0,992280.0,-7,Application Insights is much more like Google Analytics than like a typical APM tool.
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,We could install the AppDynamics extension use Azure portal or Kudu tool( https://functionAppname.scm.azurewebsites.net/ ).
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,Azure Portal:
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,Kudu UI
AppDynamics,47278626,47278327,1,"2017/11/14, 07:56:39",True,"2017/11/14, 07:56:39",22298.0,7005159.0,1,After installation
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,I have used Crashlytics and Google Analytics together without any issue.
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,All the logging is done in a background process so I don't think you will notice any speed degradation but the app is technically doing more work so there is some sort of performance hit.
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,I haven't seen any issues with the crashlog.
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,Analytics libraries just write the crashlogs to a file and then send them the next time the user opens your app.
AppDynamics,48631895,48631700,0,"2018/02/05, 23:36:59",False,"2018/02/05, 23:36:59",1274.0,7716468.0,0,They are not affecting how the actually crashes are handled by the operating system so there shouldn't be any issue with them conflicting.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,First  : I would strongly suggest removing the unused one (or the one you don't prefer) from your code.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"For reasons, like : 
1."
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,It will increase project size which in turn will increase your bundle size.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,2.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,Messy code.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,3.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,There is no point checking two different analytics.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,4.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"While third person is understanding the code, he would waste his time in understanding which will lead to confusion."
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,I might be missing other reasons.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"Second  : To answer your question, it should work fine."
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"I did the same in one of my projects, where initially I was using  Hockey Crash reporting ."
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,But then client asked to use  Crashlytics .
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,I didn't remove Hockey SDK immediately.
AppDynamics,48631903,48631700,0,"2018/02/05, 23:37:27",True,"2018/02/05, 23:53:27",12972.0,541786.0,4,"Though this worked fine and both reported the issues, but soon I removed Hockey SDK from the code."
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,There are integration tools available between influxdb/AppDynamics and grafana/AppDynamics.
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,https://github.com/Appdynamics/MetricMover
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,https://grafana.com/plugins/dlopes7-appdynamics-datasource/installation ).
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,There's nothing that integrates between Prometheus and AppDynamics at the moment
AppDynamics,53074197,52994676,0,"2018/10/31, 01:18:54",True,"2018/10/31, 01:18:54",1182.0,1622880.0,2,"I'm not sure there will be one going forward, seeing how they are competing in the same space from different vantage points (Open Source vs Enterprise)"
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"If you want to monitor only your worker processes of IIS and Standalone Service, You can use CLR Crash event on your policy configuration."
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,AppDynamics automaticaly creates CLR Crash Events If your IIS or Standalone Service are crashed.
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"You can find the details of CLR Crash Events:
 https://docs.appdynamics.com/display/PRO45/Monitor+CLR+Crashes"
AppDynamics,58803167,53397807,1,"2019/11/11, 16:20:49",False,"2019/11/11, 17:18:30",26.0,12355048.0,0,"Also, Sample policy configuration: 
 Policy Configuration Screen"
AppDynamics,65946975,65946794,2,"2021/01/29, 01:58:56",False,"2021/01/29, 01:58:56",483.0,4895267.0,0,AppDynamics have a fork of contrib project  here  where there is an exporter but it isn't clear if it has been finished
AppDynamics,66421315,65946794,0,"2021/03/01, 13:29:48",True,"2021/03/01, 13:29:48",3170.0,1237595.0,1,there is a Beta program now running for using AppDynamics with the OpenTelemetry Collector.
AppDynamics,66421315,65946794,0,"2021/03/01, 13:29:48",True,"2021/03/01, 13:29:48",3170.0,1237595.0,1,More details are available in the public docs:  https://docs.appdynamics.com/display/PRO21/Ingest+OpenTelemetry+Trace+Data
AppDynamics,13182788,13182423,0,"2012/11/01, 19:52:02",True,"2012/11/01, 19:52:02",49920.0,32453.0,1,"Looks like you create the metric, then edit a dashboard, then click on a widget -  add metric -  (browse, but choose ""Individual Nodes"" instead of JMX, then select your metric."
AppDynamics,13182788,13182423,0,"2012/11/01, 19:52:02",True,"2012/11/01, 19:52:02",49920.0,32453.0,1,voila.
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,The best place for you to get this question answered would be on the AppDynamics community discussion boards.
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,Here's a link for you...  http://community.appdynamics.com/t5/Forums-Community-AppDynamics/ct-p/Discussions
AppDynamics,24808336,24797525,2,"2014/07/17, 18:58:39",False,"2014/07/17, 18:58:39",11.0,2047636.0,0,The AppDynamics documentation site is also a great resource and you don't even need a login to access them...  http://docs.appdynamics.com/
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,"Installation instructions for the controller can be found in:
 http://docs.appdynamics.com/display/PRO14S/Install+the+Controller 
Assuming you are using App Server Agent for Java, installation instructions for that and the machine agent can be found in the above site on the Left Nav table of contents."
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,"The controller is the management server, the app server agent monitors the JVM and the machine agent collects system metrics (such as CPU, Memory, Disk &amp; Network)."
AppDynamics,24809185,24797525,3,"2014/07/17, 19:45:22",False,"2014/07/17, 19:45:22",66.0,3850108.0,0,Very minimal configuration is required.
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,"From what I understand from their documentation, AppD do not have a way to capture heap dumps."
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,They suggest using Memory Leak detection feature in such scenarios.
AppDynamics,30294344,29858961,0,"2015/05/18, 05:39:08",True,"2015/05/18, 05:39:08",16.0,4910351.0,0,"On a different note, I know we can get thread dumps which maybe helpful in some cases (Agents -  Request Agent Log Files)"
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,Heap dumps in appdynamics can be taken for JRockit JVM by the below method(Note : This does not work for IBM JVM)
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,p0 – Path to generate heap dump(/path/dump.hprof)
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,p1 -  True – GC before Heap dump ; False - No GC before heap dump
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,Note : If you want heap dump to be generated in the case of out of memory give
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,p0 : HeapDumpOnOutOfMemoryError
AppDynamics,31398932,29858961,0,"2015/07/14, 09:12:20",False,"2015/07/14, 09:12:20",51.0,3269857.0,3,Also note that these values will be lost on JVM restart.
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"Data retrieval by APM tools is done in several ways, each one with its pros and cons"
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"Bytecode injection  (for both Java and .NET) is one technique, which is somewhat intrusive but allows you to get data from places the application owner (or even 3rd party frameworks) did not intend to allow."
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"Native function interception  is similar to bytecode injection, but allows you to intercept unmanaged code"
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,Application plugins  - some applications (e.g.
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"Apache, IIS) give access to monitoring and application information via a well-documented APIs and plugin architecture"
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,Network sniffing  allows you to see all the communication to/from the monitored machine
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"OS specific un/documented APIs  - just like application plugins, but for the Windows/*nix"
AppDynamics,33780274,33210833,1,"2015/11/18, 14:36:17",True,"2015/11/18, 14:36:17",66.0,1355536.0,3,"Disclaimer : I work for Correlsense, provider of APM software SharePath, which uses all of the above methods to give you complete end-to-end transaction visibility."
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,I've tried add multi dex without giving any minimum or maximum of method count per dex file wise.I've tried with simply just adding multidex and able to build.And Yes!!
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,I am able to build app too.
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,major change is in  afterEvaluate  &amp;  incremental true  in  dexoption .
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,build.gradle
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,application's parent gradle
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,If above thing have still issue just check your dependecies hierarchy if any other extra dependecies are added (Based on your  build.gradle    packagingOptions  there should be some other dependecies there).Not sure but it may possible because of internal library conflicts its not proceeding further to create dexfile or build.
AppDynamics,42301899,41933094,0,"2017/02/17, 17:40:40",False,"2017/02/17, 17:48:24",4877.0,1140237.0,0,Let me know if anything
AppDynamics,43318354,43315501,1,"2017/04/10, 11:34:41",True,"2017/04/10, 11:34:41",324.0,7220665.0,3,You can use the REST API of the Controller described here  https://docs.appdynamics.com/display/PRO42/Using+the+Controller+APIs
